id,anomalous_image_index
1257,4
1258,5
1259,13
1260,8
1261,14
1262,8
1263,7
1264,10
1265,5
1266,5
1267,6
1268,2
1269,14
1270,8
1271,14
1272,12
1273,5
1274,5
1275,14
1276,3
1277,2
1278,0
1279,7
1280,4
1281,7
1282,8
1283,7
1284,11
1285,6
1286,15
1287,6
1288,8
1289,8
1290,6
1291,7
1292,11
1293,5
1294,15
1295,13
1296,10
1297,0
1298,6
1299,6
1300,0
1301,9
1302,1
1303,12
1304,15
1305,0
1306,12
1307,0
1308,14
1309,2
1310,14
1311,1
1312,7
1313,12
1314,11
1315,2
1316,3
1317,4
1318,4
1319,15
1320,3
1321,0
1322,12
1323,9
1324,1
1325,13
1326,4
1327,1
1328,15
1329,2
1330,2
1331,2
1332,0
1333,12
1334,3
1335,3
1336,7
1337,11
1338,11
1339,12
1340,14
1341,1
1342,11
1343,8
1344,11
1345,1
1346,1
1347,8
1348,1
1349,12
1350,15
1351,7
1352,11
1353,15
1354,7
1355,3
1356,7
1357,12
1358,8
1359,4
1360,4
1361,11
1362,9
1363,9
1364,11
1365,1
1366,9
1367,4
1368,11
1369,13
1370,11
1371,15
1372,11
1373,1
1374,15
1375,9
1376,2
1377,7
1378,14
1379,14
1380,0
1381,9
1382,5
1383,4
1384,0
1385,1
1386,13
1387,9
1388,11
1389,9
1390,9
1391,3
1392,3
1393,5
1394,6
1395,15
1396,11
1397,2
1398,1
1399,1
1400,9
1401,5
1402,2
1403,15
1404,8
1405,4
1406,3
1407,8
1408,7
1409,10
1410,12
1411,12
1412,0
1413,3
1414,4
1415,0
1416,1
1417,15
1418,12
1419,9
1420,1
1421,7
1422,11
1423,11
1424,15
1425,9
1426,4
1427,11
1428,3
1429,14
1430,12
1431,1
1432,5
1433,6
1434,7
1435,3
1436,2
1437,15
1438,12
1439,3
1440,12
1441,7
1442,8
1443,0
1444,6
1445,13
1446,1
1447,4
1448,2
1449,15
1450,13
1451,15
1452,4
1453,9
1454,12
1455,1
1456,1
1457,1
1458,0
1459,1
1460,2
1461,12
1462,11
1463,1
1464,3
1465,4
1466,10
1467,11
1468,6
1469,7
1470,6
1471,0
1472,13
1473,5
1474,1
1475,2
1476,15
1477,11
1478,12
1479,7
1480,8
1481,1
1482,9
1483,4
1484,0
1485,0
1486,15
1487,3
1488,4
1489,1
1490,1
1491,3
1492,0
1493,11
1494,8
1495,7
1496,1
1497,15
1498,0
1499,6
1500,2
1501,4
1502,5
1503,10
1504,3
1505,8
1506,2
1507,5
1508,1
1509,9
1510,0
1511,6
1512,3
1513,6
1514,10
1515,6
1516,0
1517,7
1518,3
1519,4
1520,3
1521,3
1522,4
1523,7
1524,9
1525,2
1526,14
1527,8
1528,0
1529,13
1530,3
1531,5
1532,15
1533,3
1534,5
1535,8
1536,15
1537,1
1538,9
1539,9
1540,7
1541,2
1542,2
1543,14
1544,11
1545,12
1546,5
1547,11
1548,9
1549,3
1550,4
1551,5
1552,10
1553,1
1554,3
1555,11
1556,5
1557,10
1558,12
1559,0
1560,1
1561,12
1562,5
1563,1
1564,1
1565,1
1566,14
1567,5
1568,6
1569,7
1570,12
1571,13
1572,0
1573,9
1574,14
1575,5
1576,12
1577,1
1578,11
1579,10
1580,4
1581,7
1582,8
1583,7
1584,13
1585,2
1586,3
1587,9
1588,12
1589,1
1590,4
1591,10
1592,8
1593,2
1594,11
1595,5
1596,12
1597,7
1598,10
1599,15
1600,7
1601,6
1602,11
1603,7
1604,1
1605,3
1606,1
1607,6
1608,0
1609,1
1610,1
1611,7
1612,0
1613,3
1614,12
1615,15
1616,12
1617,12
1618,14
1619,15
1620,3
1621,8
1622,9
1623,1
1624,0
1625,6
1626,11
1627,11
1628,0
1629,9
1630,13
1631,0
1632,9
1633,1
1634,10
1635,15
1636,12
1637,12
1638,5
1639,8
1640,5
1641,12
1642,2
1643,1
1644,5
1645,4
1646,8
1647,8
1648,1
1649,15
1650,5
1651,13
1652,9
1653,1
1654,0
1655,4
1656,1
1657,4
1658,14
1659,4
1660,3
1661,14
1662,10
1663,11
1664,5
1665,6
1666,15
1667,13
1668,15
1669,8
1670,4
1671,10
1672,15
1673,5
1674,8
1675,4
1676,10
1677,15
1678,3
1679,11
1680,15
1681,8
1682,4
1683,11
1684,1
1685,11
1686,15
1687,6
1688,2
1689,4
1690,11
1691,0
1692,15
1693,5
1694,6
1695,6
1696,9
1697,4
1698,13
1699,10
1700,1
1701,9
1702,3
1703,10
1704,12
1705,14
1706,7
1707,11
1708,10
1709,10
1710,15
1711,2
1712,13
1713,4
1714,7
1715,10
1716,5
1717,4
1718,12
1719,15
1720,1
1721,2
1722,11
1723,4
1724,6
1725,6
1726,11
1727,9
1728,0
1729,12
1730,14
1731,11
1732,13
1733,11
1734,13
1735,3
1736,5
1737,10
1738,15
1739,8
1740,0
1741,11
1742,8
1743,8
1744,6
1745,2
1746,2
1747,3
1748,1
1749,1
1750,6
1751,8
1752,4
1753,1
1754,14
1755,2
1756,13
1757,13
1758,11
1759,4
1760,12
1761,3
1762,7
1763,1
1764,1
1765,2
1766,4
1767,8
1768,9
1769,11
1770,0
1771,11
1772,3
1773,12
1774,7
1775,0
1776,2
1777,9
1778,11
1779,9
1780,4
1781,7
1782,15
1783,1
1784,3
1785,3
1786,0
1787,9
1788,12
1789,11
1790,2
1791,8
1792,10
1793,14
1794,3
1795,10
1796,1
1797,1
1798,8
1799,10
1800,8
1801,3
1802,8
1803,12
1804,3
1805,7
1806,13
1807,8
1808,11
1809,13
1810,8
1811,12
1812,15
1813,12
1814,13
1815,10
1816,7
1817,11
1818,15
1819,3
1820,7
1821,3
1822,10
1823,15
1824,11
1825,5
1826,15
1827,1
1828,5
1829,6
1830,0
1831,0
1832,14
1833,10
1834,13
1835,12
1836,15
1837,10
1838,5
1839,15
1840,9
1841,3
1842,1
1843,3
1844,15
1845,0
1846,4
1847,14
1848,12
1849,4
1850,15
1851,14
1852,9
1853,5
1854,5
1855,3
1856,10
1857,6
1858,5
1859,2
1860,5
1861,13
1862,5
1863,14
1864,8
1865,14
1866,10
1867,0
1868,11
1869,7
1870,1
1871,0
1872,8
1873,13
1874,12
1875,15
1876,11
1877,4
1878,9
1879,11
1880,10
1881,10
1882,0
1883,12
1884,9
1885,6
1886,9
1887,7
1888,8
1889,4
1890,14
1891,14
1892,1
1893,5
1894,14
1895,0
1896,2
1897,6
1898,8
1899,12
1900,5
1901,6
1902,2
1903,9
1904,6
1905,9
1906,12
1907,12
1908,8
1909,12
1910,2
1911,5
1912,3
1913,15
1914,12
1915,12
1916,11
1917,11
1918,6
1919,13
1920,5
1921,15
1922,4
1923,12
1924,4
1925,12
1926,0
1927,1
1928,13
1929,13
1930,1
1931,3
1932,14
1933,6
1934,3
1935,9
1936,13
1937,13
1938,2
1939,4
1940,10
1941,1
1942,5
1943,9
1944,5
1945,0
1946,2
1947,12
1948,8
1949,2
1950,15
1951,1
1952,6
1953,14
1954,2
1955,8
1956,9
1957,14
1958,12
1959,6
1960,14
1961,12
1962,12
1963,14
1964,0
1965,6
1966,3
1967,15
1968,6
1969,14
1970,14
1971,1
1972,3
1973,8
1974,15
1975,7
1976,13
1977,12
1978,11
1979,3
1980,2
1981,3
1982,5
1983,2
1984,12
1985,12
1986,11
1987,0
1988,6
1989,3
1990,7
1991,7
1992,4
1993,1
1994,13
1995,13
1996,10
1997,8
1998,2
1999,1
